chrom	position	cpg_set	tissue	state_raw	state_group	input_set
chr19	50869007	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr19	50939919	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr19	51453226	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	ALL
chr19	52203721	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr19	52265203	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr19	52272839	concordant	Neutrophil_CD15	3_TxFlnk	Tran- scription	ALL
chr19	54495480	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr19	55042308	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr19	55581114	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr19	55660591	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr19	56705386	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr19	57306738	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	ALL
chr19	58728560	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	ALL
chr2	636606	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	2328447	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	3826610	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	5832882	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	6465940	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	6912382	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	6921446	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	7004578	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	7057227	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	7057245	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	9606944	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	10470123	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	14795134	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	16804409	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	16845587	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	19546630	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	19559564	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	25509286	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	25639759	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	26847162	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	28304502	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	28360284	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	28447499	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	28718569	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	29532803	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	30339383	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	33415906	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	34238077	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	36924820	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	38602911	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	39948248	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	42793873	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	43195545	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	43424094	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	43934681	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	45016971	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	46542361	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	46542423	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	48844892	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	48844908	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	48844984	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	54214758	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	54482841	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	54681906	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	55495609	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	58724380	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	58749327	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	60327388	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	60641168	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	60736594	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	64440295	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	64710206	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	64710244	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	65136685	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	65780478	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	66669788	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	67516852	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	68053187	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	70163972	concordant	Neutrophil_CD15	6_EnhG	Enhancer	ALL
chr2	72012863	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	72249979	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	73053289	concordant	Neutrophil_CD15	11_BivFlnk	Bivalent	ALL
chr2	73297389	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	73497077	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	74669557	concordant	Neutrophil_CD15	12_EnhBiv	Bivalent	ALL
chr2	74831015	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	75328206	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	85547231	concordant	Neutrophil_CD15	6_EnhG	Enhancer	ALL
chr2	85920874	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	85992622	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	86163827	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	88366191	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	95662442	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	97218336	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr2	98331757	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	98377791	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr2	98858595	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	98861881	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	99602952	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	100135414	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	101791845	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	101886706	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr2	102316442	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	102727295	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	102731407	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	102798951	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	103276682	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	106485483	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr2	106527517	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	109149722	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	109223691	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	109225383	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	113579824	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	113875377	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	115458559	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	118985340	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	121149824	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	121498812	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	128293239	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	128400874	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	129034131	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	131112547	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	131798087	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	133281441	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	135162250	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	137140899	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	139572662	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	147296857	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	149411300	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	153011976	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	157178294	concordant	Neutrophil_CD15	12_EnhBiv	Bivalent	ALL
chr2	159177888	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	160014015	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	160801536	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	161521494	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	162283979	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	164263890	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	164734981	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	165000237	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	ALL
chr2	168042982	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	173273196	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	173795201	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	174328120	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	174856749	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	174877357	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	175018992	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	175657171	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	176549498	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	176964101	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	177022285	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	180308789	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	180428745	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	186843522	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	191502149	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	198492976	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	198649783	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	201674914	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	201725800	concordant	Neutrophil_CD15	6_EnhG	Enhancer	ALL
chr2	204463011	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	204800409	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	206798844	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	207578484	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	217985565	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	219032024	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	219157515	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	219254588	concordant	Neutrophil_CD15	3_TxFlnk	Tran- scription	ALL
chr2	219266163	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	219824761	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	220754818	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	221031451	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	223163033	concordant	Neutrophil_CD15	11_BivFlnk	Bivalent	ALL
chr2	227632034	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	227633016	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	229183129	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	231067750	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr2	231090531	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	231661317	concordant	Neutrophil_CD15	6_EnhG	Enhancer	ALL
chr2	231710048	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	231737790	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	231809311	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	232159611	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	232759690	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	232792285	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	232940039	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	233963033	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr2	234777085	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr2	235877260	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	236773146	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	236774071	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	236840520	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	236877461	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	237702420	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr2	238647283	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr2	239478440	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	239984042	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr2	240182131	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr2	240547107	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	241096100	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	241677102	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	242154317	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr2	242699892	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr2	242742380	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr2	242742394	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	1358875	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr20	1613146	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr20	1638811	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	1919852	concordant	Neutrophil_CD15	6_EnhG	Enhancer	ALL
chr20	1935122	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr20	4702581	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	6728054	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	10489449	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr20	11413222	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	11758521	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	13226121	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	13280130	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	13665232	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	16845941	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	18034671	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr20	19233918	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr20	19999226	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr20	23077895	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	24812837	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	25128695	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	30061044	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	31098130	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr20	31877798	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	31886511	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	32657180	concordant	Neutrophil_CD15	6_EnhG	Enhancer	ALL
chr20	32856747	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr20	32911008	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	33492100	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	33894862	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr20	34202721	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	34823091	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	35504335	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	35578437	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr20	36850842	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr20	37435978	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	37696668	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	43172051	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	43542053	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr20	43975752	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	44065780	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr20	44492887	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr20	44534129	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr20	44829722	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	47278547	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr20	47435660	concordant	Neutrophil_CD15	3_TxFlnk	Tran- scription	ALL
chr20	48517855	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr20	48629342	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	48873434	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	49125445	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	49956410	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	50034932	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	52370216	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr20	56096875	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	56862557	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr20	57362577	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	57657171	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	58361822	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr20	60173723	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	ALL
chr20	60191418	concordant	Neutrophil_CD15	9_Het	Hetero- chromatin	ALL
chr20	61029272	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	61074847	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	61639613	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	61757848	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	61860315	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr20	61918946	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr20	61953801	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	61959711	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	62084549	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr20	62221039	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr20	62274085	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr20	62413537	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr20	62575010	concordant	Neutrophil_CD15	6_EnhG	Enhancer	ALL
chr20	62609362	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr21	16251876	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	16421119	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr21	17101739	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr21	26732918	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	27254444	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr21	32202278	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	32609093	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	32879282	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	35889668	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr21	36259383	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr21	36259397	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr21	36259460	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr21	36607318	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	36958638	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	38232583	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr21	38880440	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr21	38937629	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr21	40084519	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	40124792	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr21	40456180	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr21	42795929	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr21	43121964	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr21	43174927	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr21	43230125	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr21	43548126	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr21	43655919	concordant	Neutrophil_CD15	12_EnhBiv	Bivalent	ALL
chr21	43706240	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr21	43965993	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr21	45177538	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr21	45772566	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr21	45795982	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr21	45874886	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr21	48053829	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr22	17672168	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr22	18924213	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr22	19556601	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	20168127	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	20818546	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr22	22215962	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr22	22415674	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr22	22599332	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	23208905	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	23592195	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr22	24525062	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr22	24824362	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr22	24852178	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	25321977	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr22	26871186	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr22	26981740	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr22	27173558	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr22	29866624	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr22	30483261	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	30683406	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr22	30769389	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr22	31643111	concordant	Neutrophil_CD15	3_TxFlnk	Tran- scription	ALL
chr22	31852077	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr22	32170979	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr22	34004498	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	34257627	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	37544525	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr22	37561354	concordant	Neutrophil_CD15	15_Quies	Quiescent	ALL
chr22	38136754	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr22	38627189	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr22	39578839	concordant	Neutrophil_CD15	14_ReprPCWk	Polycomb repressed	ALL
chr22	39850774	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
chr22	40406049	concordant	Neutrophil_CD15	7_Enh	Enhancer	ALL
chr22	40754896	concordant	Neutrophil_CD15	4_Tx	Tran- scription	ALL
chr22	40780124	concordant	Neutrophil_CD15	5_TxWk	Tran- scription	ALL
chr22	40849033	concordant	Neutrophil_CD15	2_TssAFlnk	Active promoter	ALL
chr22	41957443	concordant	Neutrophil_CD15	13_ReprPC	Polycomb repressed	ALL
