chrom	position	cpg_set	tissue	state_raw	state_group	input_set
chr17	42431859	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr17	46669492	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr17	48649272	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr17	72931736	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr17	75789393	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr17	78188904	concordant	Monocyte_CD14	6_EnhG	Enhancer	CGI
chr17	79428404	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr17	79466077	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr17	79495664	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr18	77171010	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr19	2323913	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr19	2425476	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr19	2717615	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr19	3611840	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr19	3698157	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr19	5093541	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr19	13944261	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr19	16466636	concordant	Monocyte_CD14	7_Enh	Enhancer	CGI
chr19	19654768	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr19	36246402	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr19	36612911	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr19	40730425	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr19	57306738	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr19	58728560	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr2	636606	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr2	5832882	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr2	48844892	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr2	48844908	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr2	48844984	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr2	72012863	concordant	Monocyte_CD14	15_Quies	Quiescent	CGI
chr2	131798087	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr2	162283979	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr2	176964101	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr2	198649783	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr2	219824761	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr2	223163033	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr2	234777085	concordant	Monocyte_CD14	1_TssA	Active promoter	CGI
chr2	236774071	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr20	32856747	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr20	44829722	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr20	62084549	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr21	36259383	concordant	Monocyte_CD14	1_TssA	Active promoter	CGI
chr21	36259397	concordant	Monocyte_CD14	1_TssA	Active promoter	CGI
chr21	36259460	concordant	Monocyte_CD14	1_TssA	Active promoter	CGI
chr21	45177538	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr22	29866624	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr22	50625225	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr3	10370624	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr3	13324924	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr3	68982020	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr3	105072683	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr3	122631723	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr3	138725153	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr3	138725199	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr3	183977549	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr4	964011	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr4	1570791	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr4	1625248	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr4	3516534	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr4	3516637	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr4	8582287	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr4	10079364	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr4	187647690	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr5	1494980	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr5	2752882	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr5	115697214	concordant	Monocyte_CD14	8_ZNF/Rpts	Other	CGI
chr5	134363562	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr5	138730783	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr5	149569938	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr6	30228254	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr6	31867757	concordant	Monocyte_CD14	7_Enh	Enhancer	CGI
chr6	32847762	concordant	Monocyte_CD14	12_EnhBiv	Bivalent	CGI
chr6	41374806	concordant	Monocyte_CD14	14_ReprPCWk	Polycomb repressed	CGI
chr6	44119668	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr6	44213713	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr6	88757302	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr6	100915191	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr7	4806949	concordant	Monocyte_CD14	4_Tx	Tran- scription	CGI
chr7	55073248	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr7	64349450	concordant	Monocyte_CD14	10_TssBiv	Bivalent	CGI
chr7	101962225	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr7	121946036	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr7	155142756	concordant	Monocyte_CD14	10_TssBiv	Bivalent	CGI
chr8	21769903	concordant	Monocyte_CD14	2_TssAFlnk	Active promoter	CGI
chr8	41583523	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr8	99953809	concordant	Monocyte_CD14	11_BivFlnk	Bivalent	CGI
chr8	144790102	concordant	Monocyte_CD14	9_Het	Hetero- chromatin	CGI
chr8	145577099	concordant	Monocyte_CD14	13_ReprPC	Polycomb repressed	CGI
chr9	139590572	concordant	Monocyte_CD14	7_Enh	Enhancer	CGI
chr9	139912268	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr9	139912292	concordant	Monocyte_CD14	5_TxWk	Tran- scription	CGI
chr1	22920119	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr1	27677072	concordant	T_cell	6_EnhG	Enhancer	CGI
chr1	29189655	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr1	35586453	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr1	38227381	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr1	45189875	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr1	53925299	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr1	53925306	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr1	79472532	concordant	T_cell	15_Quies	Quiescent	CGI
chr1	156830284	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr1	230415547	concordant	T_cell	4_Tx	Tran- scription	CGI
chr1	230415668	concordant	T_cell	4_Tx	Tran- scription	CGI
chr10	81967272	concordant	T_cell	15_Quies	Quiescent	CGI
chr10	81967281	concordant	T_cell	15_Quies	Quiescent	CGI
chr10	81967284	concordant	T_cell	15_Quies	Quiescent	CGI
chr10	94180753	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr10	102746534	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr10	118885753	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr10	134853084	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr11	60414767	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr11	64533623	concordant	T_cell	6_EnhG	Enhancer	CGI
chr11	64621386	concordant	T_cell	6_EnhG	Enhancer	CGI
chr11	64662577	concordant	T_cell	4_Tx	Tran- scription	CGI
chr11	65315030	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr11	78614359	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr11	121028592	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr11	134257429	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr12	5019024	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr12	48399295	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr12	49364094	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr12	113531238	concordant	T_cell	7_Enh	Enhancer	CGI
chr12	117477000	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr12	121890311	concordant	T_cell	6_EnhG	Enhancer	CGI
chr12	133186923	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr12	133363304	concordant	T_cell	4_Tx	Tran- scription	CGI
chr13	102106423	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr13	111290667	concordant	T_cell	4_Tx	Tran- scription	CGI
chr13	113676829	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr14	95826734	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr14	100141862	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr15	30336915	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr15	42371653	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr15	69325362	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr15	79092743	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr16	4732369	concordant	T_cell	6_EnhG	Enhancer	CGI
chr16	51188372	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr16	88961784	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr16	89920590	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr17	4900376	concordant	T_cell	7_Enh	Enhancer	CGI
chr17	7165255	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr17	15821130	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr17	40715244	concordant	T_cell	6_EnhG	Enhancer	CGI
chr17	42431859	concordant	T_cell	10_TssBiv	Bivalent	CGI
chr17	46669492	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr17	48649272	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr17	72931736	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr17	75789393	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr17	78188904	concordant	T_cell	4_Tx	Tran- scription	CGI
chr17	79428404	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr17	79466077	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr17	79495664	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr18	77171010	concordant	T_cell	4_Tx	Tran- scription	CGI
chr19	2323913	concordant	T_cell	4_Tx	Tran- scription	CGI
chr19	2425476	concordant	T_cell	7_Enh	Enhancer	CGI
chr19	2717615	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr19	3611840	concordant	T_cell	4_Tx	Tran- scription	CGI
chr19	3698157	concordant	T_cell	7_Enh	Enhancer	CGI
chr19	5093541	concordant	T_cell	5_TxWk	Tran- scription	CGI
chr19	13944261	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr19	16466636	concordant	T_cell	7_Enh	Enhancer	CGI
chr19	19654768	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr19	36246402	concordant	T_cell	7_Enh	Enhancer	CGI
chr19	36612911	concordant	T_cell	4_Tx	Tran- scription	CGI
chr19	40730425	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr19	57306738	concordant	T_cell	15_Quies	Quiescent	CGI
chr19	58728560	concordant	T_cell	9_Het	Hetero- chromatin	CGI
chr2	636606	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr2	5832882	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr2	48844892	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr2	48844908	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr2	48844984	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr2	72012863	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr2	131798087	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr2	162283979	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr2	176964101	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr2	198649783	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr2	219824761	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr2	223163033	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr2	234777085	concordant	T_cell	1_TssA	Active promoter	CGI
chr2	236774071	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr20	32856747	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr20	44829722	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr20	62084549	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr21	36259383	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr21	36259397	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr21	36259460	concordant	T_cell	7_Enh	Enhancer	CGI
chr21	45177538	concordant	T_cell	4_Tx	Tran- scription	CGI
chr22	29866624	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr22	50625225	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr3	10370624	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr3	13324924	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr3	68982020	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr3	105072683	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr3	122631723	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr3	138725153	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr3	138725199	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr3	183977549	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr4	964011	concordant	T_cell	7_Enh	Enhancer	CGI
chr4	1570791	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr4	1625248	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr4	3516534	concordant	T_cell	4_Tx	Tran- scription	CGI
chr4	3516637	concordant	T_cell	4_Tx	Tran- scription	CGI
chr4	8582287	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr4	10079364	concordant	T_cell	4_Tx	Tran- scription	CGI
chr4	187647690	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr5	1494980	concordant	T_cell	6_EnhG	Enhancer	CGI
chr5	2752882	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr5	115697214	concordant	T_cell	5_TxWk	Tran- scription	CGI
chr5	134363562	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr5	138730783	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr5	149569938	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr6	30228254	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr6	31867757	concordant	T_cell	7_Enh	Enhancer	CGI
chr6	32847762	concordant	T_cell	4_Tx	Tran- scription	CGI
chr6	41374806	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr6	44119668	concordant	T_cell	7_Enh	Enhancer	CGI
chr6	44213713	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr6	88757302	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr6	100915191	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr7	4806949	concordant	T_cell	5_TxWk	Tran- scription	CGI
chr7	55073248	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr7	64349450	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr7	101962225	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr7	121946036	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr7	155142756	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr8	21769903	concordant	T_cell	2_TssAFlnk	Active promoter	CGI
chr8	41583523	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr8	99953809	concordant	T_cell	11_BivFlnk	Bivalent	CGI
chr8	144790102	concordant	T_cell	13_ReprPC	Polycomb repressed	CGI
chr8	145577099	concordant	T_cell	14_ReprPCWk	Polycomb repressed	CGI
chr9	139590572	concordant	T_cell	12_EnhBiv	Bivalent	CGI
chr9	139912268	concordant	T_cell	4_Tx	Tran- scription	CGI
chr9	139912292	concordant	T_cell	4_Tx	Tran- scription	CGI
chr1	22920119	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr1	27677072	concordant	Brain_AG	2_TssAFlnk	Active promoter	CGI
chr1	29189655	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr1	35586453	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr1	38227381	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr1	45189875	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr1	53925299	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr1	53925306	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr1	79472532	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr1	156830284	concordant	Brain_AG	10_TssBiv	Bivalent	CGI
chr1	230415547	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr1	230415668	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr10	81967272	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr10	81967281	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr10	81967284	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr10	94180753	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr10	102746534	concordant	Brain_AG	2_TssAFlnk	Active promoter	CGI
chr10	118885753	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr10	134853084	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr11	60414767	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr11	64533623	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr11	64621386	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr11	64662577	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr11	65315030	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr11	78614359	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr11	121028592	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr11	134257429	concordant	Brain_AG	6_EnhG	Enhancer	CGI
chr12	5019024	concordant	Brain_AG	10_TssBiv	Bivalent	CGI
chr12	48399295	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr12	49364094	concordant	Brain_AG	10_TssBiv	Bivalent	CGI
chr12	113531238	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr12	117477000	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr12	121890311	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr12	133186923	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr12	133363304	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr13	102106423	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr13	111290667	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr13	113676829	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr14	95826734	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr14	100141862	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr15	30336915	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr15	42371653	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr15	69325362	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr15	79092743	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr16	4732369	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr16	51188372	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr16	88961784	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr16	89920590	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr17	4900376	concordant	Brain_AG	2_TssAFlnk	Active promoter	CGI
chr17	7165255	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr17	15821130	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr17	40715244	concordant	Brain_AG	3_TxFlnk	Tran- scription	CGI
chr17	42431859	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr17	46669492	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr17	48649272	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr17	72931736	concordant	Brain_AG	12_EnhBiv	Bivalent	CGI
chr17	75789393	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr17	78188904	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr17	79428404	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr17	79466077	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr17	79495664	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr18	77171010	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr19	2323913	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr19	2425476	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr19	2717615	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr19	3611840	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr19	3698157	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr19	5093541	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr19	13944261	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr19	16466636	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr19	19654768	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr19	36246402	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr19	36612911	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr19	40730425	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr19	57306738	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr19	58728560	concordant	Brain_AG	9_Het	Hetero- chromatin	CGI
chr2	636606	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr2	5832882	concordant	Brain_AG	10_TssBiv	Bivalent	CGI
chr2	48844892	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr2	48844908	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr2	48844984	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr2	72012863	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr2	131798087	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr2	162283979	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr2	176964101	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr2	198649783	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr2	219824761	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr2	223163033	concordant	Brain_AG	12_EnhBiv	Bivalent	CGI
chr2	234777085	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr2	236774071	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr20	32856747	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr20	44829722	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr20	62084549	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr21	36259383	concordant	Brain_AG	11_BivFlnk	Bivalent	CGI
chr21	36259397	concordant	Brain_AG	11_BivFlnk	Bivalent	CGI
chr21	36259460	concordant	Brain_AG	12_EnhBiv	Bivalent	CGI
chr21	45177538	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr22	29866624	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr22	50625225	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr3	10370624	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr3	13324924	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr3	68982020	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr3	105072683	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr3	122631723	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr3	138725153	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr3	138725199	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr3	183977549	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr4	964011	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr4	1570791	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr4	1625248	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr4	3516534	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr4	3516637	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr4	8582287	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr4	10079364	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr4	187647690	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr5	1494980	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr5	2752882	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr5	115697214	concordant	Brain_AG	2_TssAFlnk	Active promoter	CGI
chr5	134363562	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr5	138730783	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr5	149569938	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr6	30228254	concordant	Brain_AG	2_TssAFlnk	Active promoter	CGI
chr6	31867757	concordant	Brain_AG	7_Enh	Enhancer	CGI
chr6	32847762	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr6	41374806	concordant	Brain_AG	12_EnhBiv	Bivalent	CGI
chr6	44119668	concordant	Brain_AG	5_TxWk	Tran- scription	CGI
chr6	44213713	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr6	88757302	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr6	100915191	concordant	Brain_AG	13_ReprPC	Polycomb repressed	CGI
chr7	4806949	concordant	Brain_AG	4_Tx	Tran- scription	CGI
chr7	55073248	concordant	Brain_AG	14_ReprPCWk	Polycomb repressed	CGI
chr7	64349450	concordant	Brain_AG	1_TssA	Active promoter	CGI
chr7	101962225	concordant	Brain_AG	15_Quies	Quiescent	CGI
chr7	121946036	concordant	Brain_AG	12_EnhBiv	Bivalent	CGI
